"ID","forest_cov_500m","forest_cov_1km","forest_cov_2km","forest_cov_3km","forest_cov_4km","forest_cov_5km","pres","x","y"
1,0.450574712643678,0.360744985673352,0.325784721226888,0.356280846998886,0.343035752668912,0.314525837852712,1,846279.4,921444.95
2,0.859931113662457,0.780005729017473,0.738158366176997,0.737881393719345,0.703869580795414,0.727286276038383,0,899063.5,989168.9
3,0.568493150684932,0.704649827784156,0.686076493339063,0.722367248185407,0.723696232465648,0.723194735816396,0,898755.1,990398.25
4,0.795637198622273,0.781151532512174,0.705540821446491,0.763546013442487,0.749328366228463,0.717916676220393,1,867689.65,1007135.95
5,0.911697247706422,0.853295128939828,0.862323514656346,0.84201643207439,0.78948499776086,0.763829177414732,1,868534.7,1001561.45
6,0.850456621004566,0.842709529276693,0.74165113945822,0.744364493122771,0.73616510507175,0.734181713958154,0,867288.25,1006417.75
7,0.691867124856816,0.814432989690722,0.824827981651376,0.803228065707373,0.75405313412515,0.757345439121413,1,871425.125,1004016.45
8,0.785796105383734,0.748353850558259,0.766117478510029,0.760908338110708,0.760641822316936,0.75905396264918,1,872611.75,1003293.95
9,0.931584948688712,0.898737808376363,0.795156552267679,0.774889292427283,0.759508411114495,0.752361302154975,1,869999.4,1005795.85
10,0.968,0.841124175509034,0.742638102744143,0.75492787313314,0.746282827559027,0.733875960105468,1,869256.975,1007598.55
11,0.395189003436426,0.635790077430456,0.814716629648205,0.7416642782077,0.706441904625416,0.717276166456494,1,868103.075,1009001.475
12,0.466052934407365,0.389286737324549,0.399627453789941,0.389631894026239,0.419108690979437,0.391509217646519,1,848545.15,921726.4
13,0.850917431192661,0.783892232731442,0.750519452604428,0.746678984422287,0.718705770643352,0.708056307029208,1,862003.175,1000559.35
14,0.852064220183486,0.813880126182965,0.683531603841192,0.686801108668642,0.691979720893571,0.683624691924113,0,867107.675,1010820.2
15,0.829324169530355,0.627687016337059,0.547200917496954,0.588643673768351,0.637133900582176,0.660563816249556,1,861935.65,986359.475
16,0.697940503432494,0.586888061837962,0.648702880894367,0.649079793669999,0.623714664469206,0.63185950271113,0,866875.675,982365.325
17,0.927586206896552,0.811120664946976,0.694639529883904,0.71363491557821,0.739540798051436,0.742656332408448,0,883971.75,938610.475
18,0.792192881745121,0.810818546078993,0.803152991759226,0.812006369426752,0.798559733443204,0.770748541095812,1,870981.5,1002773.425
19,0.768613974799542,0.80527674218526,0.733715514152633,0.703835747254496,0.696680341819094,0.662791897375933,1,882163.775,943493.1
20,0.306192660550459,0.493982808022923,0.428110665137615,0.438694267515924,0.44284409093352,0.46305000802513,1,889016.775,1014229
21,0.0160183066361556,0.234012044737597,0.269939089931924,0.317007929178741,0.355815911574497,0.383969001845674,1,895867.1,1011880.85
22,0.973563218390805,0.815759312320917,0.743961006379471,0.715445601299073,0.723021518284271,0.70595180778137,0,846938.95,984261.95
23,0.903669724770642,0.721057167480609,0.719269340974212,0.708846655843122,0.719875309040095,0.697331009813813,0,847034.5,983809.7
24,0.781214203894616,0.61337543053961,0.475102099305008,0.385430927441179,0.370115560333244,0.403313080362261,0,812598.9,970310.4
25,0.630309988518944,0.562338779019776,0.456825510569688,0.391466327017991,0.388168267163537,0.419100788701394,0,812679.1,970837.7
26,0.902745995423341,0.876755517340212,0.843519380955793,0.809666327050433,0.77024218973918,0.75955476075842,1,867643.1,1002564.05
27,0.892571428571429,0.881136950904393,0.84791636832307,0.797936699993632,0.759225422757237,0.762231749816581,1,867614.15,1003607.1
28,0.943871706758305,0.869739478957916,0.791717417783191,0.752905958408968,0.735928486976461,0.741951756397322,1,867111.45,1004782.8
29,0.725917431192661,0.609916881627974,0.398322700881657,0.418343949044586,0.441735485373412,0.43832333956272,0,1323236.65,848200.825
30,0.648275862068965,0.540160642570281,0.370779267330991,0.3479174627436,0.380480550429127,0.401733308877476,0,1319390.1,809631.5
31,0.397244546498278,0.428202923473775,0.489466895958727,0.536280817990699,0.493883983738381,0.475068505715498,0,1322458.475,809631.825
32,0.368421052631579,0.377612367592328,0.366950791490581,0.409185005891907,0.430784383954155,0.415953958682044,0,1299536,827878.35
33,0.582758620689655,0.485525938664374,0.529921880599154,0.548692300340862,0.509555623220075,0.474494651272114,0,1308810.625,832869.05
34,0.64041095890411,0.477174849267873,0.44751737479401,0.404558767350057,0.403163683918239,0.421656635139008,0,1330762.025,814547.55
35,0.488558352402746,0.613929492691316,0.520819895363004,0.432124319332548,0.427358389165562,0.437128837731869,0,1330555.125,816132.425
36,0.266895761741123,0.346131805157593,0.322915920005734,0.319322379314737,0.323593694016482,0.3445951368269,0,1348466.425,834588.35
37,0.732265446224256,0.493405963302752,0.457801977360653,0.327460974832749,0.279623060661435,0.277837639560742,0,1353842.35,835575
38,0.520642201834862,0.574419271580155,0.585213840532989,0.587601936799184,0.621358701494142,0.649560403030755,0,1373596.625,809099.125
39,1,0.850429799426934,0.600214976710856,0.509366040140172,0.548284261050218,0.526777422350635,1,1361691.725,786930.525
40,0.807297605473204,0.642467718794835,0.393079733505265,0.383071581026409,0.330126310131685,0.301860406469584,0,1287060.625,830205.525
41,0.501144164759725,0.278383027522936,0.383160157649588,0.36609985989046,0.359659650694133,0.381894051426672,0,1324391.775,789096.5
42,0.492571428571429,0.306345104794717,0.300300730345124,0.363740567389435,0.404120017913121,0.40063051702396,0,1323975.525,790246.675
43,0.656716417910448,0.595586127830324,0.545578328794611,0.516563674587501,0.426178704499857,0.37317864471678,0,1321316.775,790877.225
44,0.350172215843858,0.328268348623853,0.466169724770642,0.477864832154914,0.41801766297046,0.378498297428372,0,1322367,790540.1
45,0.477064220183486,0.531634697967363,0.488073920206289,0.447880505748591,0.423600415487661,0.426340769953913,1,1322788.45,847495.475
46,0.7,0.445272206303725,0.441450480149061,0.368295324245127,0.348122011069119,0.325842438974053,0,1292529.25,836427.925
47,0.702176403207331,0.411595866819747,0.318298969072165,0.321427434501639,0.361304192045862,0.351668004127021,0,1292384.15,837582.05
48,0.0655172413793104,0.0779146376396448,0.216808769792935,0.227486944338301,0.204560108898123,0.220182749962739,0,1303624.525,848946.475
49,0.087256027554535,0.245272206303725,0.282141321484879,0.257468628575068,0.248410495209098,0.247635425623388,0,1307153.45,851698.375
50,0.516018306636156,0.336488812392427,0.300444253367727,0.321203438395415,0.293724583937944,0.302430356528717,0,1288327.95,831854.275
51,0.45632183908046,0.262177650429799,0.219865271606708,0.209386741386996,0.206657469946432,0.212530092857962,0,1288792.35,809018.725
52,0.791044776119403,0.481661891117479,0.305217142038125,0.281823394495413,0.310019343745522,0.301929625425653,0,1283300.975,830369.025
53,0.368843069873998,0.314571428571429,0.256897169473307,0.243271650157658,0.240740740740741,0.249934080044023,0,1257420.375,870211.9
54,0.196100917431193,0.353211009174312,0.3372518099061,0.357079166932043,0.367458440813987,0.368271402529207,0,1274614.175,853001.225
55,0.196551724137931,0.240332283013463,0.243247116142437,0.280737509155176,0.271759964173757,0.286773979041985,0,1282447.6,838446.6
56,0.120137299771167,0.244329600918748,0.269960615825277,0.300833969951617,0.288230025080616,0.287578102608197,0,1283806.575,837401.5
57,0.789714285714286,0.609357060849598,0.425941842142959,0.4407869603973,0.416535292010032,0.377642500114642,0,1099994.8,976568.6
58,0.662471395881007,0.550071736011478,0.401719813686851,0.325160797299879,0.316989717315754,0.317153142411666,0,1105881.725,971058
59,0.662068965517241,0.620303986234586,0.525301032110092,0.417640503104601,0.369262192281506,0.349803391074069,0,1106060.4,969561.775
60,0.764032073310424,0.725940821602988,0.47099684904039,0.427338999777162,0.409724461643198,0.378787705077789,0,1106175.725,968589.675
61,0.783505154639175,0.599827635736857,0.443377981519948,0.433982683982684,0.42079518374514,0.406245700921722,0,1106233.25,967689.925
62,0.539609644087256,0.470621954714818,0.219291959294826,0.225821865443425,0.264993551160791,0.291572563541105,0,1114532.3,964278
63,0.305841924398625,0.15730659025788,0.260679472477064,0.273410625557396,0.277949948945775,0.304360785033015,0,1114616.55,962744.05
64,0.819540229885057,0.604005722460658,0.536543422184007,0.460818341028499,0.391609644251782,0.369927881032368,0,1098065.575,975157.425
65,0.873563218390805,0.835957629544804,0.695814220183486,0.643111903700401,0.540707568293775,0.472352475837795,0,1090584.675,973251.375
66,0.204128440366972,0.371134020618557,0.400515685431887,0.410311116772283,0.358171526832414,0.31588360734677,0,1104486,982224.975
67,0.535550458715596,0.436066513761468,0.207724276296933,0.177088974546845,0.206105229214812,0.246019281693854,0,1108963.875,979827.9
68,0.444954128440367,0.301464254952627,0.184317937701396,0.187412453839297,0.243524058614883,0.27661282001307,0,1108428.55,980655.25
69,0.605051664753157,0.402463477513606,0.440624552356396,0.424345666433166,0.482142857142857,0.423176142812919,0,1100436.15,972504.325
70,0.122988505747126,0.154066437571592,0.189053657138764,0.195128164305047,0.231341011266142,0.273280744800385,0,1107876.625,979896.275
71,0.0904925544100802,0.141874462596733,0.192933419336343,0.216839089606876,0.25942779340368,0.271672589705377,0,1106655.975,977376.85
72,0.906789413118527,0.748065348237317,0.648272896660456,0.733059352002294,0.730696899682983,0.727453048682611,0,1060079.65,890349.05
73,0.916475972540046,0.779948290721057,0.670510708401977,0.62621760998281,0.580837035975348,0.551904800119229,0,1119769.6,854023.35
74,0.0182857142857143,0.0927361469997129,0.0737980941463065,0.062372643912379,0.0909465462883348,0.144681631623599,0,1149792.35,868537.5
75,0.0515463917525773,0.135413684511881,0.162965616045845,0.203789808917197,0.220986460348163,0.241146460303812,0,1146985.6,868351.8
76,0.224256292906178,0.240884295147861,0.273560584359782,0.258562515915457,0.240706569447679,0.240980016738704,1,1115591.6,931367.9
77,0.742009132420091,0.781734635267088,0.723296105383734,0.666380078970832,0.650162119556455,0.626619282356987,0,1143193.05,925963.65
78,0.220183486238532,0.487546521614658,0.541481587620003,0.534554140127389,0.496856922828949,0.472112353109774,0,1076464.8,925051.8
79,0.702298850574713,0.721696761249642,0.691679208772307,0.608957410887778,0.509295078444015,0.493792059797998,1,1076574.2,924241.4
80,0.763157894736842,0.547229399942578,0.60366814729904,0.625151225724292,0.60029741641882,0.555648545158554,0,1079111.5,922758.9
81,0.774230330672748,0.674025229357798,0.377346324688351,0.365159769345949,0.391361209645634,0.397821975124663,0,1135394.3,935550.4
82,0.435132032146958,0.348150272440493,0.427608944954128,0.437034206000382,0.394425236909518,0.384527194350179,0,1134460.35,933842.95
83,0.637614678899083,0.549025229357798,0.651927762648703,0.639458598726115,0.598387674668578,0.534162558752723,0,1077529.3,922087.85
84,0.751438434982739,0.751503006012024,0.759226083840917,0.745367127300516,0.697099969548785,0.678078422380188,0,1127784.4,865897.15
85,0.826086956521739,0.80987724807308,0.776726855832617,0.755335414410397,0.746086894229736,0.721230465838865,0,1059748.6,889500.6
